Date of analysis,Country,Total country population,Level 1,Area,Validity period,From,To,Phase,Number,Percentage
Jul 2023,KEN,16617000,ASAL Counties,Isiolo,first projection,2023-10-01,2024-01-31,all,316000,1.0
Jul 2023,KEN,16617000,ASAL Counties,Isiolo,first projection,2023-10-01,2024-01-31,3+,47400,0.15
Jul 2023,KEN,16617000,ASAL Counties,Isiolo,first projection,2023-10-01,2024-01-31,1,126400,0.4
Jul 2023,KEN,16617000,ASAL Counties,Isiolo,first projection,2023-10-01,2024-01-31,2,142200,0.45
Jul 2023,KEN,16617000,ASAL Counties,Isiolo,first projection,2023-10-01,2024-01-31,3,31600,0.1
Jul 2023,KEN,16617000,ASAL Counties,Isiolo,first projection,2023-10-01,2024-01-31,4,15800,0.05
Jul 2023,KEN,16617000,ASAL Counties,Isiolo,first projection,2023-10-01,2024-01-31,5,0,0
Jul 2023,KEN,16617000,ASAL Counties,Kilifi,current,2023-07-01,2023-09-30,all,1577000,1.0
Jul 2023,KEN,16617000,ASAL Counties,Kilifi,current,2023-07-01,2023-09-30,3+,78850,0.05
Jul 2023,KEN,16617000,ASAL Counties,Kilifi,current,2023-07-01,2023-09-30,1,1103900,0.7
Jul 2023,KEN,16617000,ASAL Counties,Kilifi,current,2023-07-01,2023-09-30,2,394250,0.25
Jul 2023,KEN,16617000,ASAL Counties,Kilifi,current,2023-07-01,2023-09-30,3,78850,0.05
Jul 2023,KEN,16617000,ASAL Counties,Kilifi,current,2023-07-01,2023-09-30,4,0,0
Jul 2023,KEN,16617000,ASAL Counties,Kilifi,current,2023-07-01,2023-09-30,5,0,0
Jul 2023,KEN,16617000,ASAL Counties,Kilifi,first projection,2023-10-01,2024-01-31,all,1577000,1.0
Jul 2023,KEN,16617000,ASAL Counties,Kilifi,first projection,2023-10-01,2024-01-31,3+,78850,0.05
Jul 2023,KEN,16617000,ASAL Counties,Kilifi,first projection,2023-10-01,2024-01-31,1,946200,0.6
Jul 2023,KEN,16617000,ASAL Counties,Kilifi,first projection,2023-10-01,2024-01-31,2,551950,0.35
Jul 2023,KEN,16617000,ASAL Counties,Kilifi,first projection,2023-10-01,2024-01-31,3,78850,0.05
Jul 2023,KEN,16617000,ASAL Counties,Kilifi,first projection,2023-10-01,2024-01-31,4,0,0
Jul 2023,KEN,16617000,ASAL Counties,Kilifi,first projection,2023-10-01,2024-01-31,5,0,0
Jul 2023,KEN,16617000,ASAL Counties,Makueni,current,2023-07-01,2023-09-30,all,1042000,1.0
Jul 2023,KEN,16617000,ASAL Counties,Makueni,current,2023-07-01,2023-09-30,3+,156300,0.15
Jul 2023,KEN,16617000,ASAL Counties,Makueni,current,2023-07-01,2023-09-30,1,573100,0.55
Jul 2023,KEN,16617000,ASAL Counties,Makueni,current,2023-07-01,2023-09-30,2,312600,0.3
Jul 2023,KEN,16617000,ASAL Counties,Makueni,current,2023-07-01,2023-09-30,3,156300,0.15
Jul 2023,KEN,16617000,ASAL Counties,Makueni,current,2023-07-01,2023-09-30,4,0,0
Jul 2023,KEN,16617000,ASAL Counties,Makueni,current,2023-07-01,2023-09-30,5,0,0
Jul 2023,KEN,16617000,ASAL Counties,Makueni,first projection,2023-10-01,2024-01-31,all,1042000,1.0
Jul 2023,KEN,16617000,ASAL Counties,Makueni,first projection,2023-10-01,2024-01-31,3+,52100,0.05
Jul 2023,KEN,16617000,ASAL Counties,Makueni,first projection,2023-10-01,2024-01-31,1,416800,0.4
Jul 2023,KEN,16617000,ASAL Counties,Makueni,first projection,2023-10-01,2024-01-31,2,573100,0.55
Jul 2023,KEN,16617000,ASAL Counties,Makueni,first projection,2023-10-01,2024-01-31,3,52100,0.05
Jul 2023,KEN,16617000,ASAL Counties,Makueni,first projection,2023-10-01,2024-01-31,4,0,0
Jul 2023,KEN,16617000,ASAL Counties,Makueni,first projection,2023-10-01,2024-01-31,5,0,0
Jul 2023,KEN,16617000,ASAL Counties,Laikipia,current,2023-07-01,2023-09-30,all,561000,1.0
Jul 2023,KEN,16617000,ASAL Counties,Laikipia,current,2023-07-01,2023-09-30,3+,56100,0.1
Jul 2023,KEN,16617000,ASAL Counties,Laikipia,current,2023-07-01,2023-09-30,1,196350,0.35
Jul 2023,KEN,16617000,ASAL Counties,Laikipia,current,2023-07-01,2023-09-30,2,308550,0.55
Jul 2023,KEN,16617000,ASAL Counties,Laikipia,current,2023-07-01,2023-09-30,3,56100,0.1
Jul 2023,KEN,16617000,ASAL Counties,Laikipia,current,2023-07-01,2023-09-30,4,0,0
Jul 2023,KEN,16617000,ASAL Counties,Laikipia,current,2023-07-01,2023-09-30,5,0,0
Jul 2023,KEN,16617000,ASAL Counties,Laikipia,first projection,2023-10-01,2024-01-31,all,561000,1.0
Jul 2023,KEN,16617000,ASAL Counties,Laikipia,first projection,2023-10-01,2024-01-31,3+,28050,0.05
Jul 2023,KEN,16617000,ASAL Counties,Laikipia,first projection,2023-10-01,2024-01-31,1,224400,0.4
Jul 2023,KEN,16617000,ASAL Counties,Laikipia,first projection,2023-10-01,2024-01-31,2,308550,0.55
Jul 2023,KEN,16617000,ASAL Counties,Laikipia,first projection,2023-10-01,2024-01-31,3,28050,0.05
Jul 2023,KEN,16617000,ASAL Counties,Laikipia,first projection,2023-10-01,2024-01-31,4,0,0
Jul 2023,KEN,16617000,ASAL Counties,Laikipia,first projection,2023-10-01,2024-01-31,5,0,0
Jul 2023,KEN,16617000,ASAL Counties,Kwale,current,2023-07-01,2023-09-30,all,944000,1.0
Jul 2023,KEN,16617000,ASAL Counties,Kwale,current,2023-07-01,2023-09-30,3+,47200,0.05
Jul 2023,KEN,16617000,ASAL Counties,Kwale,current,2023-07-01,2023-09-30,1,377600,0.4
Jul 2023,KEN,16617000,ASAL Counties,Kwale,current,2023-07-01,2023-09-30,2,519200,0.55
Jul 2023,KEN,16617000,ASAL Counties,Kwale,current,2023-07-01,2023-09-30,3,47200,0.05
Jul 2023,KEN,16617000,ASAL Counties,Kwale,current,2023-07-01,2023-09-30,4,0,0
Jul 2023,KEN,16617000,ASAL Counties,Kwale,current,2023-07-01,2023-09-30,5,0,0
Jul 2023,KEN,16617000,ASAL Counties,Kwale,first projection,2023-10-01,2024-01-31,all,944000,1.0
Jul 2023,KEN,16617000,ASAL Counties,Kwale,first projection,2023-10-01,2024-01-31,3+,47200,0.05
Jul 2023,KEN,16617000,ASAL Counties,Kwale,first projection,2023-10-01,2024-01-31,1,519200,0.55
Jul 2023,KEN,16617000,ASAL Counties,Kwale,first projection,2023-10-01,2024-01-31,2,377600,0.4
Jul 2023,KEN,16617000,ASAL Counties,Kwale,first projection,2023-10-01,2024-01-31,3,47200,0.05
Jul 2023,KEN,16617000,ASAL Counties,Kwale,first projection,2023-10-01,2024-01-31,4,0,0
Jul 2023,KEN,16617000,ASAL Counties,Kwale,first projection,2023-10-01,2024-01-31,5,0,0
Jul 2023,KEN,16617000,ASAL Counties,Mandera,current,2023-07-01,2023-09-30,all,959000,1.0
Jul 2023,KEN,16617000,ASAL Counties,Mandera,current,2023-07-01,2023-09-30,3+,287700,0.3
Jul 2023,KEN,16617000,ASAL Counties,Mandera,current,2023-07-01,2023-09-30,1,239750,0.25
Jul 2023,KEN,16617000,ASAL Counties,Mandera,current,2023-07-01,2023-09-30,2,431550,0.45
Jul 2023,KEN,16617000,ASAL Counties,Mandera,current,2023-07-01,2023-09-30,3,191800,0.2
Jul 2023,KEN,16617000,ASAL Counties,Mandera,current,2023-07-01,2023-09-30,4,95900,0.1
Jul 2023,KEN,16617000,ASAL Counties,Mandera,current,2023-07-01,2023-09-30,5,0,0
Jul 2023,KEN,16617000,ASAL Counties,Mandera,first projection,2023-10-01,2024-01-31,all,959000,1.0
Jul 2023,KEN,16617000,ASAL Counties,Mandera,first projection,2023-10-01,2024-01-31,3+,191800,0.2
Jul 2023,KEN,16617000,ASAL Counties,Mandera,first projection,2023-10-01,2024-01-31,1,335650,0.35
Jul 2023,KEN,16617000,ASAL Counties,Mandera,first projection,2023-10-01,2024-01-31,2,431550,0.45
Jul 2023,KEN,16617000,ASAL Counties,Mandera,first projection,2023-10-01,2024-01-31,3,143850,0.15
Jul 2023,KEN,16617000,ASAL Counties,Mandera,first projection,2023-10-01,2024-01-31,4,47950,0.05
Jul 2023,KEN,16617000,ASAL Counties,Mandera,first projection,2023-10-01,2024-01-31,5,0,0
Jul 2023,KEN,16617000,ASAL Counties,TANA RIVER,current,2023-07-01,2023-09-30,all,353000,1.0
Jul 2023,KEN,16617000,ASAL Counties,TANA RIVER,current,2023-07-01,2023-09-30,3+,88250,0.25
Jul 2023,KEN,16617000,ASAL Counties,TANA RIVER,current,2023-07-01,2023-09-30,1,88250,0.25
Jul 2023,KEN,16617000,ASAL Counties,TANA RIVER,current,2023-07-01,2023-09-30,2,176500,0.5
Jul 2023,KEN,16617000,ASAL Counties,TANA RIVER,current,2023-07-01,2023-09-30,3,70600,0.2
Jul 2023,KEN,16617000,ASAL Counties,TANA RIVER,current,2023-07-01,2023-09-30,4,17650,0.05
Jul 2023,KEN,16617000,ASAL Counties,TANA RIVER,current,2023-07-01,2023-09-30,5,0,0
Jul 2023,KEN,16617000,ASAL Counties,TANA RIVER,first projection,2023-10-01,2024-01-31,all,353000,1.0
Jul 2023,KEN,16617000,ASAL Counties,TANA RIVER,first projection,2023-10-01,2024-01-31,3+,52950,0.15
Jul 2023,KEN,16617000,ASAL Counties,TANA RIVER,first projection,2023-10-01,2024-01-31,1,88250,0.25
Jul 2023,KEN,16617000,ASAL Counties,TANA RIVER,first projection,2023-10-01,2024-01-31,2,211800,0.6
Jul 2023,KEN,16617000,ASAL Counties,TANA RIVER,first projection,2023-10-01,2024-01-31,3,35300,0.1
Jul 2023,KEN,16617000,ASAL Counties,TANA RIVER,first projection,2023-10-01,2024-01-31,4,17650,0.05
Jul 2023,KEN,16617000,ASAL Counties,TANA RIVER,first projection,2023-10-01,2024-01-31,5,0,0
Jul 2023,KEN,16617000,ASAL Counties,Taita,current,2023-07-01,2023-09-30,all,364000,1.0
Jul 2023,KEN,16617000,ASAL Counties,Taita,current,2023-07-01,2023-09-30,3+,54600,0.15
Jul 2023,KEN,16617000,ASAL Counties,Taita,current,2023-07-01,2023-09-30,1,91000,0.25
Jul 2023,KEN,16617000,ASAL Counties,Taita,current,2023-07-01,2023-09-30,2,218400,0.6
Jul 2023,KEN,16617000,ASAL Counties,Taita,current,2023-07-01,2023-09-30,3,54600,0.15
Jul 2023,KEN,16617000,ASAL Counties,Taita,current,2023-07-01,2023-09-30,4,0,0
Jul 2023,KEN,16617000,ASAL Counties,Taita,current,2023-07-01,2023-09-30,5,0,0
Jul 2023,KEN,16617000,ASAL Counties,Taita,first projection,2023-10-01,2024-01-31,all,364000,1.0
Jul 2023,KEN,16617000,ASAL Counties,Taita,first projection,2023-10-01,2024-01-31,3+,18200,0.05
Jul 2023,KEN,16617000,ASAL Counties,Taita,first projection,2023-10-01,2024-01-31,1,127400,0.35
Jul 2023,KEN,16617000,ASAL Counties,Taita,first projection,2023-10-01,2024-01-31,2,218400,0.6
Jul 2023,KEN,16617000,ASAL Counties,Taita,first projection,2023-10-01,2024-01-31,3,18200,0.05
Jul 2023,KEN,16617000,ASAL Counties,Taita,first projection,2023-10-01,2024-01-31,4,0,0
Jul 2023,KEN,16617000,ASAL Counties,Taita,first projection,2023-10-01,2024-01-31,5,0,0
Jul 2023,KEN,16617000,ASAL Counties,Tharaka,current,2023-07-01,2023-09-30,all,178000,1.0
Jul 2023,KEN,16617000,ASAL Counties,Tharaka,current,2023-07-01,2023-09-30,3+,8900,0.05
Jul 2023,KEN,16617000,ASAL Counties,Tharaka,current,2023-07-01,2023-09-30,1,71200,0.4
Jul 2023,KEN,16617000,ASAL Counties,Tharaka,current,2023-07-01,2023-09-30,2,97900,0.55
Jul 2023,KEN,16617000,ASAL Counties,Tharaka,current,2023-07-01,2023-09-30,3,8900,0.05
Jul 2023,KEN,16617000,ASAL Counties,Tharaka,current,2023-07-01,2023-09-30,4,0,0
Jul 2023,KEN,16617000,ASAL Counties,Tharaka,current,2023-07-01,2023-09-30,5,0,0
Jul 2023,KEN,16617000,ASAL Counties,Tharaka,first projection,2023-10-01,2024-01-31,all,178000,1.0
Jul 2023,KEN,16617000,ASAL Counties,Tharaka,first projection,2023-10-01,2024-01-31,3+,8900,0.05
Jul 2023,KEN,16617000,ASAL Counties,Tharaka,first projection,2023-10-01,2024-01-31,1,80100,0.45
Jul 2023,KEN,16617000,ASAL Counties,Tharaka,first projection,2023-10-01,2024-01-31,2,89000,0.5
Jul 2023,KEN,16617000,ASAL Counties,Tharaka,first projection,2023-10-01,2024-01-31,3,8900,0.05
Jul 2023,KEN,16617000,ASAL Counties,Tharaka,first projection,2023-10-01,2024-01-31,4,0,0
Jul 2023,KEN,16617000,ASAL Counties,Tharaka,first projection,2023-10-01,2024-01-31,5,0,0
Jul 2023,KEN,16617000,ASAL Counties,West pokot,current,2023-07-01,2023-09-30,all,676000,1.0
Jul 2023,KEN,16617000,ASAL Counties,West pokot,current,2023-07-01,2023-09-30,3+,67600,0.1
Jul 2023,KEN,16617000,ASAL Counties,West pokot,current,2023-07-01,2023-09-30,1,473200,0.7
Jul 2023,KEN,16617000,ASAL Counties,West pokot,current,2023-07-01,2023-09-30,2,135200,0.2
Jul 2023,KEN,16617000,ASAL Counties,West pokot,current,2023-07-01,2023-09-30,3,67600,0.1
Jul 2023,KEN,16617000,ASAL Counties,West pokot,current,2023-07-01,2023-09-30,4,0,0
Jul 2023,KEN,16617000,ASAL Counties,West pokot,current,2023-07-01,2023-09-30,5,0,0
Jul 2023,KEN,16617000,ASAL Counties,West pokot,first projection,2023-10-01,2024-01-31,all,676000,1.0
Jul 2023,KEN,16617000,ASAL Counties,West pokot,first projection,2023-10-01,2024-01-31,3+,33800,0.05
Jul 2023,KEN,16617000,ASAL Counties,West pokot,first projection,2023-10-01,2024-01-31,1,473200,0.7
Jul 2023,KEN,16617000,ASAL Counties,West pokot,first projection,2023-10-01,2024-01-31,2,169000,0.25
Jul 2023,KEN,16617000,ASAL Counties,West pokot,first projection,2023-10-01,2024-01-31,3,33800,0.05
Jul 2023,KEN,16617000,ASAL Counties,West pokot,first projection,2023-10-01,2024-01-31,4,0,0
Jul 2023,KEN,16617000,ASAL Counties,West pokot,first projection,2023-10-01,2024-01-31,5,0,0
Jul 2023,KEN,16617000,ASAL Counties,Wajir,current,2023-07-01,2023-09-30,all,871000,1.0
Jul 2023,KEN,16617000,ASAL Counties,Wajir,current,2023-07-01,2023-09-30,3+,261300,0.3
Jul 2023,KEN,16617000,ASAL Counties,Wajir,current,2023-07-01,2023-09-30,1,174200,0.2
Jul 2023,KEN,16617000,ASAL Counties,Wajir,current,2023-07-01,2023-09-30,2,435500,0.5
Jul 2023,KEN,16617000,ASAL Counties,Wajir,current,2023-07-01,2023-09-30,3,217750,0.25
Jul 2023,KEN,16617000,ASAL Counties,Wajir,current,2023-07-01,2023-09-30,4,43550,0.05
Jul 2023,KEN,16617000,ASAL Counties,Wajir,current,2023-07-01,2023-09-30,5,0,0
Jul 2023,KEN,16617000,ASAL Counties,Wajir,first projection,2023-10-01,2024-01-31,all,871000,1.0
Jul 2023,KEN,16617000,ASAL Counties,Wajir,first projection,2023-10-01,2024-01-31,3+,130650,0.15
Jul 2023,KEN,16617000,ASAL Counties,Wajir,first projection,2023-10-01,2024-01-31,1,217750,0.25
Jul 2023,KEN,16617000,ASAL Counties,Wajir,first projection,2023-10-01,2024-01-31,2,522600,0.6
Jul 2023,KEN,16617000,ASAL Counties,Wajir,first projection,2023-10-01,2024-01-31,3,87100,0.1
Jul 2023,KEN,16617000,ASAL Counties,Wajir,first projection,2023-10-01,2024-01-31,4,43550,0.05
Jul 2023,KEN,16617000,ASAL Counties,Wajir,first projection,2023-10-01,2024-01-31,5,0,0
Jul 2023,KEN,16617000,ASAL Counties,Narok,current,2023-07-01,2023-09-30,all,1284000,1.0
Jul 2023,KEN,16617000,ASAL Counties,Narok,current,2023-07-01,2023-09-30,3+,64200,0.05
Jul 2023,KEN,16617000,ASAL Counties,Narok,current,2023-07-01,2023-09-30,1,834600,0.65
Jul 2023,KEN,16617000,ASAL Counties,Narok,current,2023-07-01,2023-09-30,2,385200,0.3
Jul 2023,KEN,16617000,ASAL Counties,Narok,current,2023-07-01,2023-09-30,3,64200,0.05
Jul 2023,KEN,16617000,ASAL Counties,Narok,current,2023-07-01,2023-09-30,4,0,0
Jul 2023,KEN,16617000,ASAL Counties,Narok,current,2023-07-01,2023-09-30,5,0,0
Jul 2023,KEN,16617000,ASAL Counties,Narok,first projection,2023-10-01,2024-01-31,all,1284000,1.0
Jul 2023,KEN,16617000,ASAL Counties,Narok,first projection,2023-10-01,2024-01-31,3+,64200,0.05
Jul 2023,KEN,16617000,ASAL Counties,Narok,first projection,2023-10-01,2024-01-31,1,770400,0.6
Jul 2023,KEN,16617000,ASAL Counties,Narok,first projection,2023-10-01,2024-01-31,2,449400,0.35
Jul 2023,KEN,16617000,ASAL Counties,Narok,first projection,2023-10-01,2024-01-31,3,64200,0.05
Jul 2023,KEN,16617000,ASAL Counties,Narok,first projection,2023-10-01,2024-01-31,4,0,0
Jul 2023,KEN,16617000,ASAL Counties,Narok,first projection,2023-10-01,2024-01-31,5,0,0
Jul 2023,KEN,16617000,ASAL Counties,Garissa,current,2023-07-01,2023-09-30,all,927000,1.0
Jul 2023,KEN,16617000,ASAL Counties,Garissa,current,2023-07-01,2023-09-30,3+,324450,0.35
Jul 2023,KEN,16617000,ASAL Counties,Garissa,current,2023-07-01,2023-09-30,1,231750,0.25
Jul 2023,KEN,16617000,ASAL Counties,Garissa,current,2023-07-01,2023-09-30,2,370800,0.4
Jul 2023,KEN,16617000,ASAL Counties,Garissa,current,2023-07-01,2023-09-30,3,231750,0.25
Jul 2023,KEN,16617000,ASAL Counties,Garissa,current,2023-07-01,2023-09-30,4,92700,0.1
Jul 2023,KEN,16617000,ASAL Counties,Garissa,current,2023-07-01,2023-09-30,5,0,0
Jul 2023,KEN,16617000,ASAL Counties,Garissa,first projection,2023-10-01,2024-01-31,all,927000,1.0
Jul 2023,KEN,16617000,ASAL Counties,Garissa,first projection,2023-10-01,2024-01-31,3+,139050,0.15
Jul 2023,KEN,16617000,ASAL Counties,Garissa,first projection,2023-10-01,2024-01-31,1,324450,0.35
Jul 2023,KEN,16617000,ASAL Counties,Garissa,first projection,2023-10-01,2024-01-31,2,463500,0.5
Jul 2023,KEN,16617000,ASAL Counties,Garissa,first projection,2023-10-01,2024-01-31,3,92700,0.1
Jul 2023,KEN,16617000,ASAL Counties,Garissa,first projection,2023-10-01,2024-01-31,4,46350,0.05
Jul 2023,KEN,16617000,ASAL Counties,Garissa,first projection,2023-10-01,2024-01-31,5,0,0
Jul 2023,KEN,16617000,ASAL Counties,Kajiado,current,2023-07-01,2023-09-30,all,1268000,1.0
Jul 2023,KEN,16617000,ASAL Counties,Kajiado,current,2023-07-01,2023-09-30,3+,126800,0.1
Jul 2023,KEN,16617000,ASAL Counties,Kajiado,current,2023-07-01,2023-09-30,1,507200,0.4
Jul 2023,KEN,16617000,ASAL Counties,Kajiado,current,2023-07-01,2023-09-30,2,634000,0.5
Jul 2023,KEN,16617000,ASAL Counties,Kajiado,current,2023-07-01,2023-09-30,3,126800,0.1
Jul 2023,KEN,16617000,ASAL Counties,Kajiado,current,2023-07-01,2023-09-30,4,0,0
Jul 2023,KEN,16617000,ASAL Counties,Kajiado,current,2023-07-01,2023-09-30,5,0,0
Jul 2023,KEN,16617000,ASAL Counties,Kajiado,first projection,2023-10-01,2024-01-31,all,1268000,1.0
Jul 2023,KEN,16617000,ASAL Counties,Kajiado,first projection,2023-10-01,2024-01-31,3+,63400,0.05
Jul 2023,KEN,16617000,ASAL Counties,Kajiado,first projection,2023-10-01,2024-01-31,1,507200,0.4
Jul 2023,KEN,16617000,ASAL Counties,Kajiado,first projection,2023-10-01,2024-01-31,2,697400,0.55
Jul 2023,KEN,16617000,ASAL Counties,Kajiado,first projection,2023-10-01,2024-01-31,3,63400,0.05
Jul 2023,KEN,16617000,ASAL Counties,Kajiado,first projection,2023-10-01,2024-01-31,4,0,0
Jul 2023,KEN,16617000,ASAL Counties,Kajiado,first projection,2023-10-01,2024-01-31,5,0,0
Jul 2023,KEN,16617000,ASAL Counties,Kitui,current,2023-07-01,2023-09-30,all,1230000,1.0
Jul 2023,KEN,16617000,ASAL Counties,Kitui,current,2023-07-01,2023-09-30,3+,184500,0.15
Jul 2023,KEN,16617000,ASAL Counties,Kitui,current,2023-07-01,2023-09-30,1,676500,0.55
Jul 2023,KEN,16617000,ASAL Counties,Kitui,current,2023-07-01,2023-09-30,2,369000,0.3
Jul 2023,KEN,16617000,ASAL Counties,Kitui,current,2023-07-01,2023-09-30,3,184500,0.15
Jul 2023,KEN,16617000,ASAL Counties,Kitui,current,2023-07-01,2023-09-30,4,0,0
Jul 2023,KEN,16617000,ASAL Counties,Kitui,current,2023-07-01,2023-09-30,5,0,0
Jul 2023,KEN,16617000,ASAL Counties,Kitui,first projection,2023-10-01,2024-01-31,all,1230000,1.0
Jul 2023,KEN,16617000,ASAL Counties,Kitui,first projection,2023-10-01,2024-01-31,3+,61500,0.05
Jul 2023,KEN,16617000,ASAL Counties,Kitui,first projection,2023-10-01,2024-01-31,1,738000,0.6
Jul 2023,KEN,16617000,ASAL Counties,Kitui,first projection,2023-10-01,2024-01-31,2,430500,0.35
Jul 2023,KEN,16617000,ASAL Counties,Kitui,first projection,2023-10-01,2024-01-31,3,61500,0.05
Jul 2023,KEN,16617000,ASAL Counties,Kitui,first projection,2023-10-01,2024-01-31,4,0,0
Jul 2023,KEN,16617000,ASAL Counties,Kitui,first projection,2023-10-01,2024-01-31,5,0,0
Jul 2023,KEN,16617000,ASAL Counties,Lamu county,current,2023-07-01,2023-09-30,all,167000,1.0
Jul 2023,KEN,16617000,ASAL Counties,Lamu county,current,2023-07-01,2023-09-30,3+,8350,0.05
Jul 2023,KEN,16617000,ASAL Counties,Lamu county,current,2023-07-01,2023-09-30,1,100200,0.6
Jul 2023,KEN,16617000,ASAL Counties,Lamu county,current,2023-07-01,2023-09-30,2,58450,0.35
Jul 2023,KEN,16617000,ASAL Counties,Lamu county,current,2023-07-01,2023-09-30,3,8350,0.05
Jul 2023,KEN,16617000,ASAL Counties,Lamu county,current,2023-07-01,2023-09-30,4,0,0
Jul 2023,KEN,16617000,ASAL Counties,Lamu county,current,2023-07-01,2023-09-30,5,0,0
Jul 2023,KEN,16617000,ASAL Counties,Lamu county,first projection,2023-10-01,2024-01-31,all,167000,1.0
Jul 2023,KEN,16617000,ASAL Counties,Lamu county,first projection,2023-10-01,2024-01-31,3+,8350,0.05
Jul 2023,KEN,16617000,ASAL Counties,Lamu county,first projection,2023-10-01,2024-01-31,1,91850,0.55
Jul 2023,KEN,16617000,ASAL Counties,Lamu county,first projection,2023-10-01,2024-01-31,2,66800,0.4
Jul 2023,KEN,16617000,ASAL Counties,Lamu county,first projection,2023-10-01,2024-01-31,3,8350,0.05
Jul 2023,KEN,16617000,ASAL Counties,Lamu county,first projection,2023-10-01,2024-01-31,4,0,0
Jul 2023,KEN,16617000,ASAL Counties,Lamu county,first projection,2023-10-01,2024-01-31,5,0,0
Jul 2023,KEN,16617000,ASAL Counties,Turkana,current,2023-07-01,2023-09-30,all,1023000,1.0
Jul 2023,KEN,16617000,ASAL Counties,Turkana,current,2023-07-01,2023-09-30,3+,358050,0.35
Jul 2023,KEN,16617000,ASAL Counties,Turkana,current,2023-07-01,2023-09-30,1,306900,0.3
Jul 2023,KEN,16617000,ASAL Counties,Turkana,current,2023-07-01,2023-09-30,2,358050,0.35
Jul 2023,KEN,16617000,ASAL Counties,Turkana,current,2023-07-01,2023-09-30,3,255750,0.25
Jul 2023,KEN,16617000,ASAL Counties,Turkana,current,2023-07-01,2023-09-30,4,102300,0.1
Jul 2023,KEN,16617000,ASAL Counties,Turkana,current,2023-07-01,2023-09-30,5,0,0
Jul 2023,KEN,16617000,ASAL Counties,Turkana,first projection,2023-10-01,2024-01-31,all,1023000,1.0
Jul 2023,KEN,16617000,ASAL Counties,Turkana,first projection,2023-10-01,2024-01-31,3+,204600,0.2
Jul 2023,KEN,16617000,ASAL Counties,Turkana,first projection,2023-10-01,2024-01-31,1,306900,0.3
Jul 2023,KEN,16617000,ASAL Counties,Turkana,first projection,2023-10-01,2024-01-31,2,511500,0.5
Jul 2023,KEN,16617000,ASAL Counties,Turkana,first projection,2023-10-01,2024-01-31,3,153450,0.15
Jul 2023,KEN,16617000,ASAL Counties,Turkana,first projection,2023-10-01,2024-01-31,4,51150,0.05
Jul 2023,KEN,16617000,ASAL Counties,Turkana,first projection,2023-10-01,2024-01-31,5,0,0
Jul 2023,KEN,16617000,ASAL Counties,Nyeri,current,2023-07-01,2023-09-30,all,205000,1.0
Jul 2023,KEN,16617000,ASAL Counties,Nyeri,current,2023-07-01,2023-09-30,3+,20500,0.1
Jul 2023,KEN,16617000,ASAL Counties,Nyeri,current,2023-07-01,2023-09-30,1,71750,0.35
Jul 2023,KEN,16617000,ASAL Counties,Nyeri,current,2023-07-01,2023-09-30,2,112750,0.55
Jul 2023,KEN,16617000,ASAL Counties,Nyeri,current,2023-07-01,2023-09-30,3,20500,0.1
Jul 2023,KEN,16617000,ASAL Counties,Nyeri,current,2023-07-01,2023-09-30,4,0,0
